"","X1","geo","affgeoid","PubTrans_16","MeanTime_16","UnempRate_16","OnlyHighSchool_16","OnlyBachelors_16","OnlyGraduate_16","VacancyPercent_16","RentalVacancyRate_16","MedianValue_16","RentMedian_16","MedianIncome_16","Median_income","LogUnempRate_16","LogRentalVacancy_16","LogVacancyRate_16","LogGraduate_16","LogBachelors_16","LogPubTrans_16","LogMedianValue_16","QuantPubTrans_16","QuantMeanTime_16","QuantUnempRate_16","QuantOnlyHighSchool_16","QuantOnlyBachelors_16","QuantOnlyGraduate_16","QuantVacancyPercent_16","QuantRentalVacancyRate_16","QuantMedianValue_16","QuantRentMedian_16","QuantMedianIncome_16","TractNumber","Nickname","HigherEd","QuantHigherEd"
"69",69,"Census Tract 9.03, Honolulu County, Hawaii",15003000903,3.3,21.6,1.7,22.8,34,15.5,11.4,4,861800,1677,80793,80793,0.530628251,1.386294361,2.433613355,2.740840024,3.526360525,1.193922468,13.6667785,0.323591674,0.134717159,0.087204516,0.348700459,0.876925791,0.664236152,0.694107962,0.605609785,0.7245678,0.396918735,0.425967306,9.03,"Lower Wilhelmina",49.5,0.773239436619718
"70",70,"Census Tract 10, Honolulu County, Hawaii",15003001000,2,26.7,3.7,25.4,15.7,17.9,9.6,6.5,650500,1676,81286,81286,1.30833282,1.871802177,2.261763098,2.884800713,2.753660712,0.693147181,13.38549658,0.195519229,0.323474068,0.322062801,0.454780666,0.209925909,0.724450194,0.614253793,0.701928731,0.494296131,0.393096554,0.429965894,10,"Upper Palolo",33.6,0.528169014084507
"71",71,"Census Tract 11, Honolulu County, Hawaii",15003001100,9.3,30.5,6.5,30.6,23.1,5.8,1.1,1e-05,634900,1025,56591,56591,1.871802177,-11.51292546,0.09531018,1.757857918,3.139832618,2.2300144,13.36122279,0.689521345,0.520169352,0.655004116,0.642126308,0.493531695,0.24556039,0.100787957,0.236093144,0.477948959,0.060449253,0.148065389,11,"Central Palolo",28.9,0.416901408450704
"72",72,"Census Tract 12.01, Honolulu County, Hawaii",15003001201,9,24.8,2.8,26.9,23.8,9.2,18,18.8,752700,1427,83042,83042,1.029619417,2.93385687,2.890371758,2.219203484,3.169685581,2.197224577,13.53142202,0.664059744,0.279548395,0.178642832,0.508879219,0.531812302,0.430553922,0.811360696,0.89850641,0.611666471,0.232564977,0.438080677,12.01,"Waialae Avenue-Pukele Avenue",33,0.512676056338028
"73",73,"Census Tract 12.02, Honolulu County, Hawaii",15003001202,1.6,22,3.9,25.1,21.8,11.1,13.2,10.8,724800,1440,88510,88510,1.360976553,2.379546134,2.58021683,2.406945108,3.08190997,0.470003629,13.49365103,0.157238622,0.143419969,0.342761378,0.449253205,0.464600729,0.512936611,0.739797718,0.843231801,0.600552746,0.236093144,0.479066212,12.02,"Lower Palolo",32.9,0.507042253521127
"74",74,"Census Tract 13, Honolulu County, Hawaii",15003001300,8.3,21.5,2.6,25.5,23.1,13.7,3.8,1e-05,760200,1362,66786,66786,0.955511445,-11.51292546,1.335001067,2.617395833,3.139832618,2.116255515,13.54133684,0.652063977,0.130659767,0.154592497,0.459308479,0.493531695,0.636598847,0.287663178,0.236093144,0.613783371,0.198753381,0.249441374,13,"Kaimuki: 6th Avenue",36.8,0.6
"75",75,"Census Tract 14, Honolulu County, Hawaii",15003001400,6.7,23.2,5,18.8,28.4,17.5,3.2,1e-05,834900,1909,93553,93553,1.609437912,-11.51292546,1.16315081,2.862200881,3.346389145,1.902107526,13.63506724,0.603492885,0.234799483,0.500176408,0.21674703,0.701575914,0.705868517,0.24767729,0.236093144,0.683641068,0.493120075,0.549923556,14,"Kapaolono Field",45.9,0.708450704225352
"76",76,"Census Tract 15, Honolulu County, Hawaii",15003001500,4.3,21.1,3.6,19.9,23.6,10.9,11.5,7,819300,1397,83542,83542,1.280933845,1.945910149,2.442347035,2.388762789,3.161246712,1.458615023,13.6162056,0.417558509,0.11948724,0.306538869,0.271962837,0.525108785,0.511172527,0.69640127,0.715159356,0.657003411,0.217393861,0.445666235,15,"Upper Kapahulu",34.5,0.549295774647887
"77",77,"Census Tract 16, Honolulu County, Hawaii",15003001600,6,20.6,3.5,28.4,22.5,12,13.8,1e-05,777900,1891,63689,63689,1.252762968,-11.51292546,2.624668592,2.48490665,3.113515309,1.791759469,13.56435326,0.572739033,0.105374574,0.288486417,0.577913678,0.487886628,0.571268964,0.747618488,0.236093144,0.630012937,0.487945431,0.20381042,16,"Lower Kapahulu",34.5,0.549295774647887
"78",78,"Census Tract 17, Honolulu County, Hawaii",15003001700,7,22.3,4.2,10.7,35.7,32.3,37.9,18.9,702200,1864,77169,77169,1.435084525,2.939161922,3.634951112,3.47506723,3.575150689,1.945910149,13.46197354,0.61525344,0.166705869,0.380218746,0.032459132,0.90509232,0.920028225,0.908502881,0.900858521,0.571915794,0.483241209,0.375044102,17,"Kapiolani Park",68,0.87887323943662
"79",79,"Census Tract 18.01, Honolulu County, Hawaii",15003001801,16.2,23,2.4,15.8,28.7,10.5,44.6,28.6,429200,1124,40398,40398,0.875468737,3.353406718,3.797733859,2.351375257,3.356897123,2.785011242,12.96967829,0.852816653,0.226331883,0.14683053,0.109725979,0.719099141,0.494413736,0.91185464,0.909032106,0.157297424,0.079560155,0.025461602,18.01,"Koa Avenue",39.2,0.657746478873239
"80",80,"Census Tract 18.03, Honolulu County, Hawaii",15003001803,17.9,21.1,3.2,22.5,25.1,14.1,28,10.2,338800,1136,48059,48059,1.16315081,2.32238772,3.33220451,2.646174797,3.222867846,2.884800713,12.73316524,0.858167706,0.11948724,0.245266377,0.345583912,0.569740092,0.641126661,0.874691285,0.82076914,0.072151006,0.081324239,0.062624956,18.03,"Tusitala Street",39.2,0.657746478873239
"81",81,"Census Tract 18.04, Honolulu County, Hawaii",15003001804,20.4,19.6,1.4,18.1,31.1,23.4,37.1,14.1,407800,1477,63281,63281,0.336472237,2.646174797,3.61361697,3.152736022,3.437207819,3.015534901,12.91853214,0.878219452,0.079089733,0.062095731,0.19005057,0.804833588,0.836822298,0.906679995,0.88198283,0.131483006,0.27266847,0.201987534,18.04,"Jefferson School",54.5,0.816901408450704
"82",82,"Census Tract 19.01, Honolulu County, Hawaii",15003001901,13.3,14.2,12.3,22.3,11.7,12.1,88.7,72,508100,1199,56625,56625,2.509599262,4.276666119,4.485259889,2.493205453,2.459588842,2.587764035,13.13843356,0.810361049,0.041455957,0.848053628,0.343467012,0.13918617,0.5762672,0.920439845,0.91632365,0.259026226,0.129895331,0.150241091,19.01,"Waikiki Beach",23.8,0.287323943661972
"83",83,"Census Tract 19.03, Honolulu County, Hawaii",15003001903,7.2,21.7,5.8,15.2,29,16.9,23.3,7.4,533800,1756,68491,68491,1.757857918,2.00148,3.148453361,2.827313622,3.36729583,1.974081026,13.18777652,0.62372104,0.136775256,0.585146419,0.097436199,0.721627661,0.686051982,0.8538163,0.731859344,0.278078325,0.428848642,0.267023404,19.03,"Ena Road",45.9,0.708450704225352
"84",84,"Census Tract 19.04, Honolulu County, Hawaii",15003001904,16.5,22.5,3.7,12.8,33.3,19.1,45.6,24.2,381600,1688,66875,66875,1.30833282,3.186352633,3.819907717,2.949688335,3.505557397,2.803360381,12.85212822,0.855227567,0.183699871,0.322062801,0.053040103,0.858638128,0.752205104,0.913207103,0.906033165,0.115371046,0.401387746,0.252087499,19.04,"Hobron Lane",52.4,0.797183098591549
"85",85,"Census Tract 20.03, Honolulu County, Hawaii",15003002003,11.8,22.1,3.2,17,28.4,14.1,48.6,29,325000,1422,55843,55843,1.16315081,3.36729583,3.883623531,2.646174797,3.346389145,2.468099531,12.69158046,0.769140303,0.154768905,0.245266377,0.158591085,0.701575914,0.641126661,0.914147948,0.910149359,0.059390803,0.221686464,0.143243561,20.03,"Seaside Avenue",42.5,0.68169014084507
"86",86,"Census Tract 20.04, Honolulu County, Hawaii",15003002004,10.4,23.2,6.3,18.4,25.2,6.1,26.6,8.7,380200,1370,42439,42439,1.840549633,2.163323026,3.280911216,1.808288771,3.226843995,2.341805806,12.84845271,0.731506527,0.234799483,0.646948136,0.192637893,0.578972127,0.277725509,0.870281077,0.766435376,0.11419499,0.20657415,0.034340821,20.04,"International Market Place",31.3,0.470422535211268
"87",87,"Census Tract 20.05, Honolulu County, Hawaii",15003002005,13.5,22.1,6.1,17.5,27.1,13.1,33.3,15.2,433100,1162,48582,48582,1.808288771,2.721295428,3.505557397,2.57261223,3.299533728,2.602689685,12.97872393,0.812419146,0.154768905,0.620486887,0.16799953,0.677643185,0.62119252,0.892038104,0.892978949,0.159002705,0.08538163,0.063859814,20.05,"Ala Wai-Niu Street",40.2,0.667605633802817
"88",88,"Census Tract 20.06, Honolulu County, Hawaii",15003002006,9.2,19.1,3.4,20.1,29.5,17.4,43.6,26.7,337600,1484,56411,56411,1.223775432,3.284663565,3.77505715,2.856470206,3.384390263,2.219203484,12.72961704,0.685816771,0.071915794,0.276608256,0.278783959,0.743796307,0.701928731,0.910443373,0.907503234,0.07097495,0.278431142,0.146712925,20.06,"Ala Wai-Olohana Street",46.9,0.725352112676056
"89",89,"Census Tract 21, Honolulu County, Hawaii",15003002100,14.5,25.5,4.5,25.7,25.1,3.1,7.8,3.5,377100,1286,50458,50458,1.504077397,1.252762968,2.054123734,1.131402111,3.222867846,2.674148649,12.84026568,0.823356462,0.297953663,0.45295778,0.462542632,0.569740092,0.132365048,0.547571445,0.572856639,0.110490415,0.178231213,0.081324239,21,"Olokele Avenue",28.2,0.384507042253521
"90",90,"Census Tract 22.01, Honolulu County, Hawaii",15003002201,10.6,20.5,1.9,20.5,30.2,8.4,15.7,14.5,373500,1279,47457,47457,0.641853886,2.674148649,2.753660712,2.128231706,3.407841924,2.360854001,12.83067328,0.734446666,0.103081265,0.108549924,0.28878043,0.780900859,0.391626485,0.793955075,0.891685288,0.108667529,0.174761849,0.057273903,22.01,"Kamoku Street-Iolani School",38.6,0.645070422535211
"91",91,"Census Tract 22.02, Honolulu County, Hawaii",15003002202,10.3,24.1,3.3,15.8,31.3,15.1,11.2,7.4,467500,1660,67750,67750,1.193922468,2.00148,2.415913778,2.714694744,3.443618098,2.332143895,13.05515463,0.729624838,0.256732918,0.262671998,0.109725979,0.814477243,0.659767141,0.68346466,0.731859344,0.184875926,0.383746913,0.254968835,22.02,"Ala Wai Park-Lauiki Street",46.4,0.71830985915493
"92",92,"Census Tract 23, Honolulu County, Hawaii",15003002300,14.6,21.9,4.3,29.4,21.5,12.3,12.5,7.2,334100,1226,46078,46078,1.458615023,1.974081026,2.525728644,2.509599262,3.068052935,2.681021529,12.71919563,0.827707868,0.139480183,0.410149359,0.61737034,0.451134894,0.589380219,0.718099494,0.72139245,0.062566153,0.137363284,0.050452781,23,"Moiliili",33.8,0.535211267605634
"93",93,"Census Tract 24.01, Honolulu County, Hawaii",15003002401,15.1,23,5.5,27.8,22,6.3,5,0.8,411200,1236,43472,43472,1.704748092,-0.223143551,1.609437912,1.840549633,3.091042453,2.714694744,12.92683499,0.833705751,0.226331883,0.542396801,0.564506645,0.470304598,0.287133953,0.363577561,0.492120428,0.134187934,0.142479125,0.036928143,24.01,"Lower McCully",28.3,0.391549295774648
"94",94,"Census Tract 24.02, Honolulu County, Hawaii",15003002402,14.2,22.2,5.1,25,19.3,12,7.6,7,362500,1183,50357,50357,1.62924054,1.945910149,2.028148247,2.48490665,2.960105096,2.653241965,12.80077975,0.816064918,0.164706574,0.511701752,0.437610255,0.355051158,0.571268964,0.524109138,0.715159356,0.104786546,0.102022815,0.079501352,24.02,"Upper McCully",31.3,0.473239436619718
"95",95,"Census Tract 25, Honolulu County, Hawaii",15003002500,12.9,18.7,1.6,33.6,13.6,11.6,6.8,6,334600,1163,36526,36526,0.470003629,1.791759469,1.916922612,2.451005098,2.610069793,2.557227311,12.72069107,0.799306127,0.065212278,0.079207339,0.707867811,0.181818182,0.556685876,0.488592262,0.686698812,0.064506645,0.086851699,0.022403857,25,"Lower Pawaa",25.2,0.323943661971831
"96",96,"Census Tract 26, Honolulu County, Hawaii",15003002600,15.2,21.3,3.9,30,24.6,10.3,13.5,8.5,352600,1165,45656,45656,1.360976553,2.140066163,2.602689685,2.332143895,3.202746443,2.721295428,12.77308955,0.835940256,0.126131953,0.342761378,0.629189698,0.556156651,0.478772198,0.744678349,0.753910385,0.09279078,0.089262613,0.047747854,26,"Bingham Tract",34.9,0.563380281690141
"97",97,"Census Tract 27.01, Honolulu County, Hawaii",15003002701,12.7,20.3,8,19.2,22,25.1,17.5,4,838800,1246,54659,54659,2.079441542,1.386294361,2.862200881,3.222867846,3.091042453,2.541601993,13.63972758,0.788074797,0.098906268,0.722215689,0.243325885,0.470304598,0.858990944,0.808538163,0.605609785,0.688698107,0.159590733,0.134187934,27.01,"UH Manoa Campus",47.1,0.733802816901408
"98",98,"Census Tract 27.02, Honolulu County, Hawaii",15003002702,12.6,22.5,7.7,22.2,29,13.9,8.3,9,528300,1384,60189,60189,2.041220329,2.197224577,2.116255515,2.63188884,3.36729583,2.533696814,13.17741958,0.785369869,0.183699871,0.71674703,0.338527579,0.721627661,0.638715747,0.564447842,0.774902975,0.273668117,0.213571681,0.174879454,27.02,"Punahou School",42.9,0.685915492957746
"99",99,"Census Tract 28, Honolulu County, Hawaii",15003002800,6.3,22.5,1.8,12,33.8,28.6,6.1,2.9,845300,2248,102132,102132,0.587786665,1.064710737,1.808288771,3.353406718,3.520460802,1.840549633,13.64744687,0.592731977,0.183699871,0.099435493,0.040632718,0.869046219,0.891038457,0.453251793,0.550393979,0.691579443,0.632541456,0.675232271,28,"St. Louis Heights",62.4,0.861971830985915
"100",100,"Census Tract 29, Honolulu County, Hawaii",15003002900,4.5,19.4,1.7,14.6,25.1,47.1,4.1,2.3,973100,1369,97644,97644,0.530628251,0.832909123,1.410986974,3.852273001,3.222867846,1.504077397,13.78824213,0.445195813,0.074855933,0.087204516,0.090909091,0.569740092,0.934493708,0.314888863,0.541338351,0.788074797,0.20486887,0.622368576,29,"East Manoa",72.2,0.890140845070423
"101",101,"Census Tract 30, Honolulu County, Hawaii",15003003000,2.8,20.1,3,13.8,29.8,34.2,6.3,6.3,1090500,1371,119688,119688,1.098612289,1.840549633,1.840549633,3.532225644,3.394508394,1.029619417,13.90214686,0.229683641,0.08855698,0.21121957,0.078207691,0.772609667,0.927319769,0.469598965,0.693990356,0.804069152,0.209220275,0.842408562,30,"Judd Hillside-Lowrey Avenue",64,0.864788732394366
"102",102,"Census Tract 31.01, Honolulu County, Hawaii",15003003101,3,22.9,1.8,16.1,34.2,24.1,3.1,1e-05,961300,1458,108550,108550,0.587786665,-11.51292546,1.131402111,3.18221184,3.532225644,1.098612289,13.77604181,0.277019875,0.222803716,0.099435493,0.117076326,0.890215218,0.840820887,0.240562155,0.236093144,0.785075856,0.246266024,0.710513936,31.01,"Woodlawn",58.3,0.842253521126761
"103",103,"Census Tract 31.02, Honolulu County, Hawaii",15003003102,1.7,21.5,2,16.2,30.2,29.9,4.6,1e-05,989100,2459,110156,110156,0.693147181,-11.51292546,1.526056303,3.39785848,3.407841924,0.530628251,13.80455072,0.171174879,0.130659767,0.115371046,0.130542162,0.780900859,0.897389157,0.337880748,0.236093144,0.790838528,0.706632953,0.721921675,31.02,"Upper Manoa",60.1,0.850704225352113
"104",104,"Census Tract 32, Honolulu County, Hawaii",15003003200,1e-05,20.2,2.9,13.2,34.1,30.9,10.6,1e-05,1109400,NA,114643,114643,1.064710737,-11.51292546,2.360854001,3.430756184,3.529297384,-11.51292546,13.91932989,0.030342232,0.093143596,0.196636481,0.062448548,0.883158885,0.90762084,0.67182171,0.236093144,0.808596966,NA,0.793778666,32,"Round Top-Tantalus",65,0.870422535211268
"105",105,"Census Tract 33, Honolulu County, Hawaii",15003003300,1.9,21.1,4.3,19.8,26.5,22.9,5,1e-05,NA,1725,118594,118594,1.458615023,-11.51292546,1.609437912,3.131136911,3.277144733,0.641853886,13.81551056,0.191403034,0.11948724,0.410149359,0.264906504,0.653475244,0.823121251,0.363577561,0.236093144,0.794131483,0.413795131,0.838939198,33,"Makiki Heights",49.4,0.767605633802817
"106",106,"Census Tract 34.03, Honolulu County, Hawaii",15003003403,8.8,17.9,6,20.1,20.5,19.8,6.3,3.2,350000,1282,68846,68846,1.791759469,1.16315081,1.840549633,2.985681938,3.020424886,2.174751721,12.76568843,0.658179466,0.054980595,0.608197107,0.278783959,0.412383865,0.770727978,0.469598965,0.560919675,0.089674233,0.176231918,0.268552276,34.03,"Thurston Street",40.3,0.670422535211268
"107",107,"Census Tract 34.04, Honolulu County, Hawaii",15003003404,10.9,19.7,4.8,26.2,27,17.8,8.3,3.3,394400,1393,64070,64070,1.568615918,1.193922468,2.116255515,2.879198457,3.295836866,2.388762789,12.8851209,0.73750441,0.082911913,0.480359873,0.478301776,0.672115724,0.721157239,0.564447842,0.565506292,0.126778784,0.215570975,0.208397036,34.04,"Makiki Fire Station",44.8,0.695774647887324
"108",108,"Census Tract 34.05, Honolulu County, Hawaii",15003003405,15.6,20.5,3.9,18,28.2,21.2,7.7,1e-05,355500,1200,45432,45432,1.360976553,-11.51292546,2.041220329,3.054001182,3.339321978,2.747270914,12.78128053,0.845642714,0.103081265,0.342761378,0.182876632,0.700105845,0.797012819,0.536104904,0.236093144,0.096083735,0.131718217,0.042690815,34.05,"Poki Street",49.4,0.767605633802817
"109",109,"Census Tract 34.06, Honolulu County, Hawaii",15003003406,15.9,23.7,8.8,28.3,23.4,13,9.9,6.3,328200,1260,51468,51468,2.174751721,1.840549633,2.292534757,2.564949357,3.152736022,2.766319109,12.70137846,0.84852405,0.243149477,0.744031518,0.573679878,0.521874632,0.61695872,0.625779137,0.693990356,0.060684464,0.16229566,0.085616841,34.06,"Lower Makiki",36.4,0.590140845070423
"110",110,"Census Tract 34.07, Honolulu County, Hawaii",15003003407,5.5,17.7,1e-05,22.7,18.5,35,15,9.3,496500,3046,55938,55938,-11.51292546,2.2300144,2.708050201,3.555348061,2.917770732,1.704748092,13.11533876,0.524285546,0.053275315,0.018699283,0.346877573,0.33135364,0.932906033,0.778313536,0.786428319,0.238445255,0.827296248,0.144243208,34.07,"Maryknoll School",53.5,0.811267605633803
"111",111,"Census Tract 35.01, Honolulu County, Hawaii",15003003501,11.5,19.2,3.1,18.6,35.7,11.2,10.5,6.3,303700,1270,54635,54635,1.131402111,1.840549633,2.351375257,2.415913778,3.575150689,2.442347035,12.62379565,0.760849112,0.073150653,0.225743855,0.207044573,0.90509232,0.522639069,0.66864636,0.693990356,0.040750323,0.165118194,0.132012231,35.01,"Academy of Arts",46.9,0.729577464788732
"112",112,"Census Tract 35.02, Honolulu County, Hawaii",15003003502,20.9,20.3,2.3,26.7,22.1,8.8,6.3,2,448700,1112,44782,44782,0.832909123,0.693147181,1.840549633,2.174751721,3.095577609,3.039749159,13.01410979,0.879571916,0.098906268,0.139009761,0.497059861,0.476184876,0.412677878,0.469598965,0.535928496,0.167117488,0.077854875,0.038809832,35.02,"Upper Pawaa",30.9,0.459154929577465
"113",113,"Census Tract 36.01, Honolulu County, Hawaii",15003003601,7.6,21.1,1.3,20.7,25.3,12.3,22.1,10.2,634600,1191,56023,56023,0.262364264,2.32238772,3.095577609,2.509599262,3.230804396,2.028148247,13.36075016,0.625014701,0.11948724,0.058802775,0.291426555,0.584617194,0.589380219,0.833764554,0.82076914,0.476655298,0.120957309,0.145360461,36.01,"Sheridan Street",37.6,0.623943661971831
"114",114,"Census Tract 36.03, Honolulu County, Hawaii",15003003603,18.4,18.7,7.9,28.7,22.5,5.8,10,1e-05,316800,1023,26547,26547,2.066862759,-11.51292546,2.302585093,1.757857918,3.113515309,2.912350665,12.66602594,0.861695872,0.065212278,0.719334353,0.595201694,0.487886628,0.24556039,0.628248853,0.236093144,0.045042926,0.047159826,0.005409855,36.03,"Ahana Street",28.3,0.391549295774648
"115",115,"Census Tract 36.04, Honolulu County, Hawaii",15003003604,16,20,4.1,19.1,35.9,9.8,18.5,9.8,353300,1261,45352,45352,1.410986974,2.282382386,2.917770732,2.282382386,3.580737295,2.772588722,12.77507283,0.849876514,0.085146419,0.358344114,0.238680466,0.907503234,0.448135952,0.825296954,0.799717747,0.095025285,0.163648124,0.041691168,36.04,"Kaheka Street-Makaloa Street",45.7,0.701408450704225
"116",116,"Census Tract 37, Honolulu County, Hawaii",15003003700,12.5,22,2,10.6,39.7,30.8,27.8,8,651000,2228,79435,79435,0.693147181,2.079441542,3.325036021,3.42751469,3.681351188,2.525728644,13.38626492,0.77901917,0.143419969,0.115371046,0.029813007,0.9216159,0.903622251,0.872691991,0.749323768,0.498235917,0.629836528,0.405562743,37,"Ala Moana",70.5,0.884507042253521
"117",117,"Census Tract 38, Honolulu County, Hawaii",15003003800,10.2,20.9,2.8,17.1,35.2,16.5,13.4,4.6,581000,1323,63889,63889,1.029619417,1.526056303,2.595254707,2.803360381,3.561046083,2.32238772,13.27250604,0.727213924,0.113254146,0.178642832,0.164236152,0.895860285,0.669293191,0.741797013,0.632482653,0.332176879,0.190815006,0.206456545,38,"Kakaako",51.7,0.788732394366197
"118",118,"Census Tract 39, Honolulu County, Hawaii",15003003900,20.3,24.5,6.3,26.9,23.4,7.7,1.7,1e-05,337500,601,25774,25774,1.840549633,-11.51292546,0.530628251,2.041220329,3.152736022,3.010620886,12.72932079,0.876396566,0.268611078,0.646948136,0.508879219,0.521874632,0.351170175,0.138715747,0.236093144,0.069034458,0.003410561,0.003528167,39,"Civic Center",31.1,0.464788732394366
"119",119,"Census Tract 40, Honolulu County, Hawaii",15003004000,11.9,17.6,9.2,16.1,36.7,24,31.3,22,439300,1457,85729,85729,2.219203484,3.091042453,3.443618098,3.17805383,3.602776755,2.4765384,12.99293783,0.770963189,0.051864048,0.74914736,0.117076326,0.908855698,0.838057156,0.879219099,0.904621898,0.165353405,0.241326591,0.453957427,40,"Financial District",60.7,0.853521126760563
"120",120,"Census Tract 41, Honolulu County, Hawaii",15003004100,16.5,22.6,1.4,21.2,24.3,9,9.9,8.7,335600,1080,51493,51493,0.336472237,2.163323026,2.292534757,2.197224577,3.19047635,2.803360381,12.72367525,0.855227567,0.201340703,0.062095731,0.315712102,0.553098906,0.421439492,0.625779137,0.766435376,0.066505939,0.068152417,0.087557333,41,"Queen's Hospital",33.3,0.519718309859155
"121",121,"Census Tract 42, Honolulu County, Hawaii",15003004200,12.5,23.5,2.4,17.7,27.1,25.9,9.6,5.1,399000,1447,71780,71780,0.875468737,1.62924054,2.261763098,3.254242969,3.299533728,2.525728644,12.8967167,0.77901917,0.237033988,0.14683053,0.174115018,0.677643185,0.865341644,0.614253793,0.642596731,0.128366459,0.237622016,0.291014936,42,"Queen Emma Gardens",53,0.804225352112676
"122",122,"Census Tract 43, Honolulu County, Hawaii",15003004300,15.6,23.7,3.4,15.5,23.2,19.7,11.3,7.9,516400,1167,61408,61408,1.223775432,2.066862759,2.424802726,2.980618636,3.144152279,2.747270914,13.15463694,0.845642714,0.243149477,0.276608256,0.099847113,0.507820769,0.762201576,0.689580148,0.745031165,0.264788898,0.092555569,0.192285076,43,"Punchbowl",42.9,0.685915492957746
"123",123,"Census Tract 44, Honolulu County, Hawaii",15003004400,9,22.7,4.9,35.1,22,7.7,6,1e-05,649100,1423,96900,96900,1.589235205,-11.51292546,1.791759469,2.041220329,3.091042453,2.197224577,13.38334207,0.664059744,0.217864283,0.496060214,0.762436787,0.470304598,0.351170175,0.439844761,0.236093144,0.489003881,0.224861813,0.599553099,44,"Pauoa",29.7,0.438028169014085
"124",124,"Census Tract 45, Honolulu County, Hawaii",15003004500,4.1,22.1,2.8,18.9,27,26.1,11.6,5.3,828600,2035,88043,88043,1.029619417,1.667706821,2.451005098,3.261935314,3.295836866,1.410986974,13.62749281,0.400270493,0.154768905,0.178642832,0.220686816,0.672115724,0.875514524,0.701575914,0.652828414,0.666764671,0.55868517,0.474126779,45,"Dowsett Highlands",53.1,0.808450704225352
"125",125,"Census Tract 46, Honolulu County, Hawaii",15003004600,0.6,20.8,3.2,29.2,30.7,13.3,6.3,1e-05,894300,1975,103182,103182,1.16315081,-11.51292546,1.840549633,2.587764035,3.424262655,-0.510825624,13.70379657,0.074326708,0.109373162,0.245266377,0.609255557,0.800305774,0.626719981,0.469598965,0.236093144,0.743737504,0.520404563,0.681288957,46,"Puunui-Waokanaka Street",44,0.690140845070423
"126",126,"Census Tract 47, Honolulu County, Hawaii",15003004700,6.5,23.1,6.2,20,29.7,16.6,11.3,1e-05,832600,1740,91603,91603,1.824549292,-11.51292546,2.424802726,2.809402695,3.391147046,1.871802177,13.63230861,0.600258732,0.230624485,0.635011173,0.274491356,0.761378337,0.672938963,0.689580148,0.236093144,0.681524168,0.416911678,0.50170528,47,"Alewa-Kawananakoa",46.3,0.714084507042254
"127",127,"Census Tract 48, Honolulu County, Hawaii",15003004800,10.1,24,6.2,30,19.9,8.5,7.7,1e-05,672900,1183,72060,72060,1.824549292,-11.51292546,2.041220329,2.140066163,2.990719732,2.312535424,13.41935201,0.723391744,0.252793132,0.635011173,0.629189698,0.403034223,0.403034223,0.536104904,0.236093144,0.510525697,0.102022815,0.297306833,48,"Kamehameha Heights",28.4,0.398591549295775
"128",128,"Census Tract 49, Honolulu County, Hawaii",15003004900,16.1,23.9,3.8,23.7,19,7,11.6,10.8,603500,1224,64196,64196,1.335001067,2.379546134,2.451005098,1.945910149,2.944438979,2.778819272,13.31050132,0.851287781,0.249264965,0.330059979,0.38898036,0.343761026,0.320533929,0.701575914,0.843231801,0.392861343,0.135422792,0.210219922,49,"Lanakila",26,0.345070422535211
"129",129,"Census Tract 50, Honolulu County, Hawaii",15003005000,12,21.9,3.7,27,20.1,9,2.4,1e-05,478300,1174,61803,61803,1.30833282,-11.51292546,0.875468737,2.197224577,3.000719815,2.48490665,13.07799343,0.773080089,0.139480183,0.322062801,0.530048218,0.407268023,0.421439492,0.196518876,0.236093144,0.226449488,0.094966482,0.194931201,50,"Kuakini",29.1,0.423943661971831
"130",130,"Census Tract 51, Honolulu County, Hawaii",15003005100,11.9,20.3,1.8,19,20.5,18.1,0.5,1e-05,499700,888,43269,43269,0.587786665,-11.51292546,-0.693147181,2.895911938,3.020424886,2.4765384,13.1217632,0.770963189,0.098906268,0.099435493,0.229801247,0.412383865,0.727625544,0.077502058,0.236093144,0.24450194,0.02881336,0.035634482,51,"Foster Botanical Garden",38.6,0.645070422535211
"131",131,"Census Tract 52, Honolulu County, Hawaii",15003005200,30.7,27.9,4.9,25.9,6.4,3.5,1e-05,1e-05,NA,818,29274,29274,1.589235205,-11.51292546,-11.51292546,1.252762968,1.85629799,3.424262655,NA,0.925967306,0.373926849,0.496060214,0.467599671,0.040397507,0.149653064,0.038457015,0.236093144,NA,0.02669646,0.00699753,52,"Chinatown",9.9,0.0267605633802817
"132",132,"Census Tract 53, Honolulu County, Hawaii",15003005300,28.1,28.8,6.4,23.9,15,2.4,2.3,0.5,310600,1277,32768,32768,1.85629799,-0.693147181,0.832909123,0.875468737,2.708050201,3.335769576,12.64626119,0.919322592,0.444842997,0.652240386,0.390979654,0.198988592,0.101023168,0.187110432,0.489239092,0.043866871,0.169587205,0.008702811,53,"Aala",17.4,0.146478873239437
"133",133,"Census Tract 54, Honolulu County, Hawaii",15003005400,38.5,28.3,18.6,42.1,3.7,1.7,2.5,0.9,NA,455,22813,22813,2.923161581,-0.105360516,0.916290732,0.530628251,1.30833282,3.650658241,NA,0.928260614,0.397859579,0.89003881,0.856638833,0.014112666,0.061390098,0.205692109,0.494648947,NA,0.001646478,0.000470422,54,"Mayor Wright Housing",5.4,0.0126760563380282
